p,rh,t,ts
101.335,48.21,32.99,1550796941.97759
101.337,48.19,32.991,1550796944.44653
101.334,48.17,32.996,1550796946.91372
101.336,48.13,32.997,1550796949.37823
101.337,48.08,32.997,1550796951.84531
101.336,48.04,32.996,1550796954.31112
101.333,48.01,32.995,1550796956.77803
101.334,47.98,33.004,1550796959.24197
101.332,47.93,32.997,1550796961.70966
101.333,47.88,33,1550796964.17738
101.335,47.8,32.999,1550796966.64500
101.335,47.77,33,1550796969.11261
101.335,47.77,33,1550796971.57857
101.334,47.72,33.001,1550796974.04635
101.331,47.7,33.002,1550796976.51728
101.332,47.69,32.997,1550796978.98495
101.331,47.72,32.995,1550796981.45302
101.331,47.77,32.995,1550796983.92085
101.33,47.77,32.994,1550796986.38898
101.332,47.74,32.994,1550796988.86016
101.333,47.72,32.994,1550796991.32721
101.331,47.71,32.996,1550796993.79426
101.33,47.7,32.997,1550796996.26161
101.332,47.69,32.995,1550796998.72989
101.332,47.64,32.998,1550797001.19691
101.33,47.56,33.003,1550797003.66395
101.331,47.51,33.005,1550797006.13095
101.332,47.47,33.01,1550797008.59781
101.332,47.41,33.016,1550797011.06593
101.33,47.36,33.024,1550797013.53287
101.329,47.34,33.031,1550797015.99994
101.331,47.4,33.047,1550797018.46800
101.334,47.6,33.052,1550797020.92902
101.333,47.73,33.058,1550797023.39636
101.33,47.79,33.066,1550797025.86426
101.331,47.78,33.075,1550797028.32795
101.333,47.77,33.077,1550797030.78840
101.332,47.75,33.08,1550797033.24929
101.331,47.73,33.08,1550797035.71878
101.331,47.7,33.081,1550797038.18678
101.328,47.69,33.083,1550797040.64692
101.329,47.67,33.085,1550797043.11483
101.332,47.68,33.088,1550797045.58271
101.329,47.69,33.09,1550797048.05097
101.331,47.67,33.094,1550797050.51947
101.329,47.68,33.096,1550797052.98732
101.33,47.84,33.109,1550797055.45503
101.33,47.9,33.108,1550797057.92366
101.328,47.97,33.113,1550797060.39152
101.329,48.01,33.118,1550797062.86122
101.328,47.98,33.123,1550797065.32906
101.33,47.99,33.132,1550797067.78842
101.331,48.1,33.136,1550797070.24839
101.331,48.19,33.146,1550797072.71737
101.331,48.27,33.154,1550797075.18669
101.329,48.32,33.159,1550797077.65699
101.332,48.38,33.17,1550797080.12433
101.331,48.47,33.177,1550797082.59147
101.331,48.48,33.186,1550797085.05812
101.331,48.41,33.187,1550797087.52547
101.326,48.4,33.197,1550797089.99289
101.333,48.54,33.209,1550797092.45999
101.331,48.86,33.211,1550797094.92769
101.333,49.1,33.218,1550797097.39490
101.332,49.25,33.224,1550797099.85816
101.331,49.22,33.225,1550797102.32531
101.331,49.07,33.222,1550797104.79734
101.332,48.99,33.214,1550797107.26440
101.332,49.02,33.215,1550797109.73169
101.331,49.05,33.209,1550797112.19882
101.332,48.97,33.208,1550797114.66582
101.328,48.82,33.205,1550797117.12858
101.331,48.67,33.2,1550797119.58808
101.332,48.63,33.199,1550797122.05626
101.333,48.6,33.196,1550797124.52417
101.33,48.59,33.195,1550797126.98744
101.335,48.58,33.193,1550797129.45546
101.333,48.62,33.195,1550797131.92277
101.332,48.73,33.186,1550797134.39136
101.332,48.89,33.188,1550797136.85437
101.333,49.17,33.183,1550797139.32168
101.332,49.3,33.176,1550797141.78930
101.33,49.25,33.167,1550797144.25732
101.333,49.12,33.163,1550797146.72522
101.333,49,33.157,1550797149.19296
101.331,48.81,33.148,1550797151.66263
101.333,48.62,33.144,1550797154.12496
101.331,48.38,33.124,1550797156.59264
101.331,48.21,33.114,1550797159.05878
101.327,48.19,33.097,1550797161.52649
101.331,48.22,33.089,1550797163.99418
101.333,48.19,33.081,1550797166.46255
101.33,48.23,33.057,1550797168.93071
101.33,48.32,33.046,1550797171.39775
101.334,48.44,33.037,1550797173.85875
101.328,48.51,33.015,1550797176.32746
101.332,48.63,33.005,1550797178.79462
101.331,48.68,32.993,1550797181.26254
101.331,48.66,32.98,1550797183.73001
101.335,48.71,32.971,1550797186.19784
101.333,48.7,32.96,1550797188.66484
101.333,48.7,32.942,1550797191.13237
101.336,48.64,32.943,1550797193.59035
101.333,48.52,32.934,1550797196.06098
101.334,48.44,32.934,1550797198.52827
101.336,48.37,32.932,1550797200.99578
101.333,48.18,32.922,1550797203.46276
101.336,48.1,32.919,1550797205.93023
101.333,48.11,32.91,1550797208.39745
101.332,48.09,32.905,1550797210.85825
101.334,48.01,32.902,1550797213.32483
101.334,47.99,32.903,1550797215.79185
101.334,48.01,32.899,1550797218.25933
101.336,48.08,32.901,1550797220.72685
101.334,48.19,32.896,1550797223.19533
101.334,48.28,32.902,1550797225.66394
101.336,48.36,32.896,1550797228.13377
101.336,48.48,32.9,1550797230.60115
101.333,48.53,32.9,1550797233.07039
101.332,48.47,32.898,1550797235.53692
101.333,48.39,32.904,1550797237.99870
101.334,48.34,32.904,1550797240.46903
101.332,48.31,32.902,1550797242.93689
101.337,48.3,32.903,1550797245.40512
101.333,48.39,32.9,1550797247.87244
101.331,48.49,32.899,1550797250.33685
101.334,48.52,32.899,1550797252.80445
101.331,48.5,32.903,1550797255.26880
101.334,48.43,32.899,1550797257.73793
101.33,48.39,32.903,1550797260.20525
101.331,48.36,32.899,1550797262.66799
101.331,48.36,32.894,1550797265.13598
101.333,48.36,32.893,1550797267.60298
101.337,48.37,32.889,1550797270.07030
101.334,48.44,32.882,1550797272.53284
101.332,48.52,32.88,1550797275.00025
101.333,48.62,32.881,1550797277.46730
101.335,48.76,32.888,1550797279.93245
101.332,48.95,32.892,1550797282.40012
101.332,49.12,32.897,1550797284.86771
101.334,49.38,32.898,1550797287.33566
101.333,49.6,32.9,1550797289.80512
101.332,49.81,32.904,1550797292.27294
101.334,50.03,32.911,1550797294.74130
101.333,50.18,32.914,1550797297.20922
101.334,50.17,32.918,1550797299.66880
101.332,50.17,32.922,1550797302.13843
101.33,50.28,32.918,1550797304.60633
101.333,50.45,32.917,1550797307.07594
101.331,50.65,32.924,1550797309.54376
101.331,50.84,32.922,1550797312.01198
101.333,50.89,32.924,1550797314.47846
101.334,50.97,32.92,1550797316.94680
101.329,51.02,32.922,1550797319.41080
101.333,51.03,32.916,1550797321.87797
101.334,51.12,32.916,1550797324.34539
101.331,51.2,32.918,1550797326.80784
101.333,51.28,32.911,1550797329.26790
101.329,51.31,32.909,1550797331.73531
101.332,51.17,32.911,1550797334.20269
101.331,51.04,32.916,1550797336.67044
101.332,50.93,32.927,1550797339.12806
101.33,50.84,32.935,1550797341.58803
101.331,50.8,32.944,1550797344.05605
101.333,50.78,32.959,1550797346.52565
101.33,50.79,32.966,1550797348.99337
101.328,50.78,32.972,1550797351.46093
101.329,50.75,32.982,1550797353.92891
101.326,50.8,32.985,1550797356.39671
101.324,50.97,32.991,1550797358.86383
101.326,51.16,33.002,1550797361.33227
101.329,51.3,33.008,1550797363.79969
101.328,51.42,33.013,1550797366.26773
101.331,51.46,33.013,1550797368.73479
101.325,51.47,33.013,1550797371.20193
101.329,51.51,33.023,1550797373.67060
101.329,51.5,33.032,1550797376.13807
101.33,51.45,33.033,1550797378.60506
101.329,51.47,33.044,1550797381.07301
101.329,51.55,33.054,1550797383.54007
101.331,51.67,33.059,1550797386.00725
101.332,51.75,33.065,1550797388.47433
101.334,51.88,33.063,1550797390.94124
101.33,51.93,33.065,1550797393.40892
101.331,51.99,33.066,1550797395.87634
101.33,52.02,33.065,1550797398.33787
101.331,52.1,33.071,1550797400.79795
101.329,52.21,33.07,1550797403.26566
101.333,52.26,33.065,1550797405.73257
101.329,52.31,33.055,1550797408.20327
101.332,52.32,33.059,1550797410.67019
101.333,52.26,33.052,1550797413.13764
101.329,52.16,33.05,1550797415.60491
101.331,52.12,33.051,1550797418.07211
101.33,51.93,33.044,1550797420.53953
101.333,51.67,33.041,1550797423.00741
101.327,51.43,33.036,1550797425.47921
101.33,51.26,33.035,1550797427.94677
101.327,51.1,33.036,1550797430.41472
101.328,50.96,33.032,1550797432.88269
101.329,50.84,33.032,1550797435.35065
101.329,50.73,33.038,1550797437.80768
101.328,50.7,33.032,1550797440.27687
101.328,50.75,33.025,1550797442.74625
101.329,50.75,33.023,1550797445.21420
101.328,50.89,33.016,1550797447.67828
101.327,51.11,33.014,1550797450.14614
101.328,51.31,33.011,1550797452.61373
101.33,51.42,33.009,1550797455.08167
101.329,51.47,33.002,1550797457.54945
101.329,51.55,32.999,1550797460.01666
101.33,51.66,33.002,1550797462.47842
101.33,51.64,32.997,1550797464.93869
101.335,51.53,32.995,1550797467.40571
101.328,51.49,32.993,1550797469.87271
101.33,51.35,32.988,1550797472.34077
101.328,51.23,32.986,1550797474.80903
101.329,51.14,32.988,1550797477.27719
101.332,50.94,32.983,1550797479.74505
101.331,50.74,32.982,1550797482.21368
101.333,50.57,32.979,1550797484.68177
101.331,50.47,32.974,1550797487.14905
101.329,50.41,32.977,1550797489.61628
101.332,50.37,32.973,1550797492.08341
101.332,50.42,32.967,1550797494.54937
101.332,50.5,32.963,1550797497.01675
101.333,50.51,32.96,1550797499.48378
101.333,50.51,32.961,1550797501.95104
101.332,50.53,32.957,1550797504.41800
101.336,50.61,32.957,1550797506.87818
101.332,50.7,32.942,1550797509.34533
101.333,50.91,32.947,1550797511.81268
101.332,51.09,32.944,1550797514.28032
101.334,51.34,32.941,1550797516.74812
101.331,51.63,32.941,1550797519.21126
101.33,51.81,32.929,1550797521.67294
101.332,51.87,32.926,1550797524.13803
101.333,51.92,32.925,1550797526.60618
101.333,52.02,32.917,1550797529.07429
101.332,52.05,32.912,1550797531.54192
101.335,52.02,32.904,1550797534.01217
101.333,52.07,32.903,1550797536.47972
101.333,52.22,32.898,1550797538.93869
101.332,52.42,32.896,1550797541.40928
101.333,52.52,32.89,1550797543.87724
101.334,52.66,32.892,1550797546.34534
101.335,52.82,32.892,1550797548.80816
101.334,52.87,32.888,1550797551.27600
101.336,52.95,32.892,1550797553.74379
101.332,52.91,32.882,1550797556.20879
101.33,52.8,32.883,1550797558.67703
101.331,52.93,32.888,1550797561.14494
101.333,53.1,32.881,1550797563.61274
101.333,53.23,32.887,1550797566.08291
101.332,53.09,32.888,1550797568.55147
101.332,52.84,32.888,1550797571.01966
101.332,52.57,32.894,1550797573.47947
101.333,52.4,32.897,1550797575.93878
101.338,52.28,32.898,1550797578.40665
101.337,52.19,32.903,1550797580.87431
101.335,52.2,32.903,1550797583.34218
101.336,52.33,32.905,1550797585.80889
101.331,52.36,32.906,1550797588.27891
101.333,52.38,32.912,1550797590.73894
101.334,52.6,32.913,1550797593.20830
101.334,52.82,32.915,1550797595.66845
101.331,52.94,32.912,1550797598.13669
101.331,53.04,32.916,1550797600.60545
101.331,53.25,32.917,1550797603.07057
101.33,53.45,32.918,1550797605.53833
101.335,53.46,32.919,1550797607.99842
101.333,53.51,32.914,1550797610.46571
101.332,53.6,32.911,1550797612.93256
101.333,53.71,32.903,1550797615.40111
101.334,53.66,32.897,1550797617.87075
101.334,53.54,32.9,1550797620.34190
101.332,53.42,32.902,1550797622.80920
101.333,53.37,32.907,1550797625.27647
101.331,53.4,32.915,1550797627.74705
101.333,53.37,32.934,1550797630.21588
101.333,53.37,32.945,1550797632.67508
101.333,53.41,32.951,1550797635.14290
101.333,53.41,32.957,1550797637.60879
101.334,53.4,32.96,1550797640.07597
101.332,53.48,32.97,1550797642.54330
101.336,53.64,32.969,1550797645.01212
101.335,53.62,32.977,1550797647.47842
101.332,53.57,32.972,1550797649.94602
101.333,53.59,32.97,1550797652.40850
101.334,53.62,32.969,1550797654.87611
101.333,53.44,32.963,1550797657.33844
101.336,53.3,32.957,1550797659.80607
101.335,53.42,32.95,1550797662.27457
101.331,53.45,32.939,1550797664.74270
101.336,53.39,32.933,1550797667.21013
101.334,53.22,32.926,1550797669.67701
101.333,52.95,32.92,1550797672.13833
101.337,52.89,32.919,1550797674.60532
101.333,52.85,32.914,1550797677.07277
101.335,52.73,32.912,1550797679.54076
101.335,52.69,32.907,1550797682.00888
101.331,52.62,32.901,1550797684.46836
101.332,52.74,32.891,1550797686.93607
101.333,52.97,32.886,1550797689.40598
101.33,53.12,32.883,1550797691.86987
101.333,53.14,32.877,1550797694.33841
101.334,53.28,32.875,1550797696.80510
101.333,53.4,32.868,1550797699.27245
101.333,53.46,32.857,1550797701.73973
101.334,53.43,32.849,1550797704.20775
101.333,53.27,32.845,1550797706.67514
101.33,53.2,32.839,1550797709.13805
101.332,53.02,32.831,1550797711.60203
101.333,52.86,32.826,1550797714.06994
101.329,52.81,32.826,1550797716.53822
101.331,52.85,32.823,1550797719.00619
101.33,52.89,32.823,1550797721.47394
101.331,52.94,32.823,1550797723.94179
101.332,53.01,32.819,1550797726.41131
101.329,53.12,32.818,1550797728.87898
101.33,53.35,32.817,1550797731.34688
101.332,53.55,32.815,1550797733.81436
101.328,53.66,32.812,1550797736.28268
101.334,53.77,32.807,1550797738.75038
101.332,53.77,32.806,1550797741.21857
101.333,53.66,32.806,1550797743.68703
101.334,53.46,32.803,1550797746.14848
101.333,53.22,32.799,1550797748.61748
101.334,53.07,32.798,1550797751.08670
101.332,52.99,32.8,1550797753.55438
101.333,52.77,32.801,1550797756.02216
101.329,52.51,32.797,1550797758.49262
101.332,52.25,32.796,1550797760.96141
101.329,52.1,32.793,1550797763.43387
101.334,52.02,32.796,1550797765.90178
101.331,51.98,32.796,1550797768.37014
101.333,51.94,32.795,1550797770.83849
101.331,51.82,32.798,1550797773.30726
101.33,51.8,32.804,1550797775.76845
101.332,51.86,32.805,1550797778.22834
101.33,51.81,32.805,1550797780.69587
101.334,51.77,32.818,1550797783.16319
101.332,51.69,32.821,1550797785.63091
101.332,51.63,32.824,1550797788.09874
101.332,51.6,32.834,1550797790.56588
101.332,51.67,32.842,1550797793.03349
101.333,51.74,32.846,1550797795.49813
101.333,51.71,32.855,1550797797.95818
101.329,51.61,32.852,1550797800.42854
101.33,51.62,32.863,1550797802.89563
101.331,51.62,32.862,1550797805.36320
101.329,51.56,32.866,1550797807.83207
101.331,51.55,32.87,1550797810.29813
101.332,51.91,32.868,1550797812.76796
101.334,52.19,32.881,1550797815.22864
101.331,52.45,32.874,1550797817.69051
101.33,52.63,32.874,1550797820.15801
101.332,52.79,32.873,1550797822.62552
101.329,52.87,32.866,1550797825.09341
101.331,52.92,32.864,1550797827.56089
101.33,52.93,32.853,1550797830.02852
101.33,53.04,32.848,1550797832.49633
101.333,53.13,32.838,1550797834.95808
101.332,53.16,32.838,1550797837.42566
101.33,53.23,32.827,1550797839.89359
101.331,53.34,32.824,1550797842.35858
101.329,53.55,32.816,1550797844.81821
101.331,53.6,32.809,1550797847.28546
101.331,53.57,32.803,1550797849.74823
101.329,53.52,32.802,1550797852.21537
101.329,53.35,32.798,1550797854.67809
101.327,53.09,32.793,1550797857.14537
101.328,52.99,32.792,1550797859.61249
101.329,52.9,32.792,1550797862.07988
101.328,52.76,32.788,1550797864.54415
101.332,52.67,32.789,1550797867.01181
101.331,52.73,32.798,1550797869.47818
101.329,52.66,32.793,1550797871.94754
101.33,52.5,32.792,1550797874.42223
101.328,52.32,32.799,1550797876.89000
101.327,52.68,32.792,1550797879.35795
101.328,53.05,32.793,1550797881.81863
101.329,53.21,32.793,1550797884.28711
101.326,53.29,32.786,1550797886.75496
101.327,53.42,32.783,1550797889.22391
101.326,53.54,32.772,1550797891.69400
101.33,53.65,32.77,1550797894.16127
101.331,53.75,32.764,1550797896.62888
101.329,53.8,32.758,1550797899.09685
101.327,53.92,32.748,1550797901.56568
101.328,54.05,32.742,1550797904.03276
101.328,54.09,32.737,1550797906.49811
101.328,54.19,32.736,1550797908.96538
101.33,54.18,32.726,1550797911.43282
101.328,54.05,32.724,1550797913.90050
101.328,53.96,32.722,1550797916.36849
101.328,53.78,32.721,1550797918.83618
101.329,53.47,32.717,1550797921.30384
101.328,53.2,32.719,1550797923.76838
101.325,53.27,32.716,1550797926.23730
101.325,53.18,32.712,1550797928.70489
101.325,52.91,32.709,1550797931.17305
101.325,52.68,32.711,1550797933.64101
101.328,52.47,32.707,1550797936.11068
101.326,52.27,32.707,1550797938.57849
101.327,52.13,32.708,1550797941.04714
101.324,52.01,32.709,1550797943.51524
101.33,51.93,32.713,1550797945.98644
101.326,52.02,32.714,1550797948.46009
101.328,52.14,32.709,1550797950.91985
101.328,52.28,32.707,1550797953.38717
101.328,52.47,32.708,1550797955.85432
101.328,52.53,32.708,1550797958.32299
101.326,52.41,32.703,1550797960.79002
101.328,52.34,32.705,1550797963.24817
101.329,52.24,32.705,1550797965.71548
101.331,52.1,32.706,1550797968.17807
101.327,52.19,32.701,1550797970.64703
101.33,52.38,32.705,1550797973.11471
101.326,52.64,32.705,1550797975.57826
101.328,52.98,32.703,1550797978.04614
101.329,53.15,32.705,1550797980.51005
101.328,53.18,32.702,1550797982.96873
101.329,53.23,32.702,1550797985.43454
101.326,53.24,32.696,1550797987.90214
101.326,53.2,32.698,1550797990.37017
101.329,53.26,32.703,1550797992.82852
101.326,53.33,32.704,1550797995.29603
101.326,53.37,32.709,1550797997.76013
101.326,53.41,32.714,1550798000.21828
101.326,53.5,32.712,1550798002.68785
101.328,53.54,32.71,1550798005.15556
101.327,53.63,32.707,1550798007.62584
101.327,53.68,32.712,1550798010.09607
101.325,53.66,32.708,1550798012.56638
101.326,53.57,32.711,1550798015.03132
101.326,53.46,32.708,1550798017.49919
101.324,53.29,32.709,1550798019.96691
101.327,53.03,32.712,1550798022.43590
101.328,52.82,32.719,1550798024.89794
101.326,52.68,32.721,1550798027.36582
101.324,52.47,32.721,1550798029.83364
101.329,52.21,32.722,1550798032.30153
101.326,52.03,32.723,1550798034.76832
101.325,51.96,32.725,1550798037.23046
101.325,52,32.729,1550798039.68876
101.327,51.96,32.735,1550798042.15586
101.327,51.86,32.739,1550798044.62363
101.326,51.84,32.742,1550798047.09088
101.324,51.86,32.743,1550798049.55421
101.322,51.77,32.749,1550798052.02183
101.327,51.56,32.756,1550798054.48919
101.326,51.41,32.761,1550798056.95213
101.324,51.36,32.756,1550798059.42149
101.325,51.32,32.755,1550798061.88894
101.325,51.23,32.756,1550798064.35908
101.326,51.22,32.753,1550798066.82724
101.324,51.47,32.754,1550798069.29512
101.327,51.73,32.75,1550798071.75812
101.323,51.96,32.744,1550798074.22663
101.328,52.16,32.736,1550798076.69686
101.324,52.32,32.729,1550798079.16489
101.326,52.43,32.729,1550798081.63227
101.325,52.53,32.729,1550798084.09995
101.329,52.64,32.736,1550798086.55837
101.331,52.74,32.745,1550798089.01879
101.327,52.87,32.749,1550798091.48653
101.329,52.96,32.751,1550798093.95435
101.325,53.12,32.751,1550798096.42234
101.327,53.15,32.747,1550798098.89010
101.327,53.11,32.757,1550798101.35796
101.328,53.02,32.76,1550798103.83272
101.327,52.96,32.765,1550798106.29842
101.328,52.94,32.774,1550798108.75877
101.329,52.95,32.784,1550798111.22689
101.327,52.97,32.789,1550798113.69488
101.33,53,32.805,1550798116.15846
101.328,52.97,32.81,1550798118.62633
101.327,52.93,32.817,1550798121.09728
101.328,52.84,32.829,1550798123.56572
101.329,52.72,32.833,1550798126.03439
101.328,52.63,32.839,1550798128.50309
101.327,52.46,32.838,1550798130.97224
101.329,52.44,32.849,1550798133.44077
101.328,52.21,32.843,1550798135.91029
101.326,51.89,32.846,1550798138.37751
101.327,51.69,32.849,1550798140.83800
101.33,51.59,32.848,1550798143.30541
101.327,51.5,32.85,1550798145.77245
101.328,51.4,32.855,1550798148.23959
101.327,51.26,32.857,1550798150.70691
101.325,51.41,32.858,1550798153.17077
101.326,51.74,32.857,1550798155.63828
101.327,51.99,32.857,1550798158.10567
101.329,52.13,32.858,1550798160.57295
101.325,52.23,32.856,1550798163.04104
101.327,52.39,32.858,1550798165.50888
101.326,52.53,32.856,1550798167.97696
101.327,52.51,32.857,1550798170.44466
101.327,52.52,32.851,1550798172.91239
101.328,52.54,32.849,1550798175.38225
101.327,52.59,32.843,1550798177.84962
101.329,52.68,32.842,1550798180.31766
101.327,52.8,32.839,1550798182.77821
101.33,52.91,32.836,1550798185.24542
101.329,52.8,32.835,1550798187.71310
101.329,52.65,32.832,1550798190.17847
101.326,52.55,32.83,1550798192.65134
101.325,52.3,32.826,1550798195.11942
101.326,52.16,32.828,1550798197.58496
101.327,52.11,32.828,1550798200.05307
101.328,51.93,32.828,1550798202.52078
101.33,51.76,32.83,1550798204.98902
101.327,51.76,32.832,1550798207.45685
101.328,51.82,32.83,1550798209.92439
101.33,51.91,32.837,1550798212.38843
101.327,52.21,32.83,1550798214.85666
101.328,52.48,32.833,1550798217.31740
101.327,52.65,32.831,1550798219.78575
101.326,52.74,32.828,1550798222.25509
101.329,52.76,32.827,1550798224.72221
101.329,52.74,32.827,1550798227.18948
101.327,52.72,32.823,1550798229.65676
101.328,52.59,32.818,1550798232.12489
101.331,52.38,32.818,1550798234.59195
101.329,52.13,32.817,1550798237.05958
101.328,51.93,32.813,1550798239.52702
101.329,51.94,32.817,1550798241.98793
101.329,52,32.811,1550798244.45697
101.33,51.94,32.809,1550798246.92427
101.327,51.97,32.807,1550798249.39138
101.326,51.9,32.81,1550798251.85812
101.327,51.8,32.812,1550798254.32587
101.328,51.71,32.804,1550798256.79300
101.325,51.59,32.803,1550798259.26042
101.328,51.47,32.805,1550798261.72389
101.328,51.4,32.804,1550798264.19121
101.326,51.32,32.798,1550798266.65965
101.329,51.33,32.795,1550798269.12733
101.328,51.35,32.798,1550798271.58853
101.327,51.25,32.795,1550798274.05653
101.327,51.17,32.795,1550798276.51825
101.327,51.15,32.795,1550798278.98635
101.326,51.17,32.792,1550798281.44838
101.329,51.26,32.79,1550798283.91642
101.328,51.35,32.792,1550798286.38417
101.325,51.34,32.788,1550798288.85168
101.323,51.46,32.783,1550798291.32268
101.325,51.66,32.783,1550798293.78840
101.327,51.75,32.784,1550798296.25623
101.328,51.78,32.776,1550798298.72381
101.328,51.87,32.772,1550798301.19379
101.325,52.08,32.765,1550798303.66034
101.325,52.43,32.767,1550798306.13273
101.325,52.83,32.761,1550798308.59823
101.327,52.94,32.76,1550798311.06796
101.325,52.92,32.748,1550798313.52792
101.326,52.85,32.745,1550798315.99514
101.327,52.84,32.743,1550798318.46216
101.326,52.95,32.737,1550798320.92938
101.325,53.08,32.734,1550798323.39655
101.326,53.2,32.73,1550798325.86379
101.328,53.24,32.73,1550798328.33011
101.329,53.21,32.726,1550798330.79759
101.326,53.16,32.722,1550798333.26473
101.327,53.1,32.722,1550798335.72885
101.326,53.06,32.723,1550798338.19582
101.328,53.05,32.722,1550798340.66280
101.326,53,32.716,1550798343.13048
