AirSaturation,O2Concentration,SN,Temperature,ts
101.942,229.583,831,32.734,1550889081.60243
101.52,228.62,831,32.738,1550889082.89667
101.561,228.697,831,32.742,1550889084.19036
101.535,228.623,831,32.746,1550889085.48929
101.296,228.071,831,32.749,1550889086.77859
101.744,229.067,831,32.753,1550889088.06869
101.763,229.096,831,32.757,1550889089.36577
101.801,229.168,831,32.76,1550889090.65733
102.038,229.69,831,32.763,1550889091.95835
101.463,228.383,831,32.767,1550889093.25837
101.712,228.932,831,32.77,1550889094.55474
101.55,228.555,831,32.773,1550889095.84487
101.723,228.932,831,32.776,1550889097.13866
101.643,228.738,831,32.779,1550889098.45794
101.804,229.09,831,32.782,1550889099.74892
101.732,228.916,831,32.785,1550889101.04502
101.637,228.69,831,32.788,1550889102.33899
101.933,229.345,831,32.791,1550889103.62952
101.778,228.984,831,32.794,1550889104.92292
101.534,228.424,831,32.797,1550889106.21731
101.49,228.314,831,32.8,1550889107.50728
101.528,228.389,831,32.803,1550889108.80211
101.519,228.356,831,32.806,1550889110.09336
101.687,228.722,831,32.809,1550889111.38322
101.657,228.644,831,32.812,1550889112.68798
101.781,228.913,831,32.815,1550889113.98605
101.675,228.664,831,32.818,1550889115.28330
101.822,228.983,831,32.821,1550889116.57836
101.737,228.779,831,32.824,1550889117.87265
101.554,228.355,831,32.827,1550889119.17156
101.693,228.655,831,32.83,1550889120.46635
101.986,229.304,831,32.834,1550889121.75655
101.833,228.948,831,32.837,1550889123.07239
101.363,227.878,831,32.84,1550889124.42441
101.729,228.69,831,32.843,1550889125.75714
101.643,228.483,831,32.846,1550889127.06290
101.253,227.595,831,32.85,1550889128.35732
101.609,228.381,831,32.853,1550889129.65194
101.741,228.666,831,32.856,1550889130.94264
101.411,227.909,831,32.86,1550889132.24039
101.593,228.307,831,32.863,1550889133.53212
101.367,227.786,831,32.867,1550889134.82582
101.821,228.792,831,32.87,1550889136.11994
101.58,228.236,831,32.874,1550889137.42032
101.832,228.79,831,32.877,1550889138.73383
101.628,228.316,831,32.881,1550889140.02808
101.637,228.323,831,32.885,1550889141.31798
101.602,228.228,831,32.889,1550889142.61401
101.722,228.484,831,32.893,1550889143.92705
101.716,228.456,831,32.897,1550889145.23621
101.796,228.62,831,32.901,1550889146.53121
101.623,228.215,831,32.905,1550889147.82517
101.883,228.784,831,32.909,1550889149.11910
101.664,228.274,831,32.913,1550889150.40948
101.589,228.091,831,32.917,1550889151.70311
101.664,228.243,831,32.922,1550889152.99920
101.758,228.438,831,32.926,1550889154.28942
101.726,228.349,831,32.93,1550889155.58226
101.947,228.828,831,32.935,1550889156.87469
101.993,228.914,831,32.939,1550889158.17623
101.618,228.058,831,32.944,1550889159.46944
101.757,228.352,831,32.948,1550889160.76512
101.886,228.623,831,32.953,1550889162.06570
101.452,227.633,831,32.957,1550889163.36598
102.11,229.093,831,32.961,1550889164.66905
101.749,228.266,831,32.966,1550889165.97259
101.892,228.571,831,32.97,1550889167.26985
101.918,228.615,831,32.974,1550889168.56090
101.549,227.771,831,32.978,1550889169.85161
101.868,228.472,831,32.982,1550889171.14491
101.575,227.799,831,32.986,1550889172.44410
101.917,228.551,831,32.99,1550889173.74086
