Conductivity,Density,Salinity,SN,Soundspeed,Temperature,ts
-0.009,995.698,0.015,1719,1508.886,29.874,1550888676.84099
-0.009,995.703,0.015,1719,1508.851,29.859,1550888677.55621
-0.009,995.694,0.015,1719,1508.916,29.887,1550888678.27319
-0.009,995.691,0.015,1719,1508.939,29.897,1550888678.98294
-0.008,995.697,0.015,1719,1508.893,29.877,1550888679.69454
-0.009,995.696,0.015,1719,1508.901,29.88,1550888680.41052
-0.008,995.699,0.015,1719,1508.881,29.872,1550888681.12817
-0.009,995.695,0.015,1719,1508.908,29.883,1550888681.84519
-0.008,995.694,0.015,1719,1508.916,29.887,1550888682.57002
-0.009,995.691,0.015,1719,1508.943,29.898,1550888683.28600
-0.009,995.688,0.015,1719,1508.966,29.908,1550888684.00340
-0.008,995.689,0.015,1719,1508.958,29.905,1550888684.71795
-0.007,995.693,0.015,1719,1508.927,29.892,1550888685.43297
-0.009,995.693,0.015,1719,1508.924,29.89,1550888686.15376
-0.009,995.693,0.015,1719,1508.927,29.892,1550888686.86838
-0.008,995.69,0.015,1719,1508.95,29.902,1550888687.58199
-0.009,995.694,0.015,1719,1508.92,29.888,1550888688.29199
-0.009,995.691,0.015,1719,1508.939,29.897,1550888689.00602
-0.009,995.689,0.015,1719,1508.958,29.905,1550888689.72524
-0.009,995.683,0.015,1719,1509.004,29.925,1550888690.46126
-0.009,995.69,0.015,1719,1508.954,29.903,1550888691.17140
-0.009,995.683,0.015,1719,1509.008,29.926,1550888691.88348
-0.01,995.683,0.015,1719,1509.008,29.926,1550888692.59786
-0.009,995.682,0.015,1719,1509.011,29.928,1550888693.31254
-0.009,995.682,0.015,1719,1509.007,29.926,1550888694.02729
-0.009,995.685,0.015,1719,1508.989,29.918,1550888694.74130
-0.01,995.681,0.015,1719,1509.019,29.931,1550888695.45096
-0.01,995.684,0.015,1719,1509,29.923,1550888696.16507
-0.01,995.673,0.015,1719,1509.08,29.958,1550888696.88095
-0.01,995.682,0.015,1719,1509.016,29.93,1550888697.60010
-0.009,995.681,0.015,1719,1509.019,29.931,1550888698.31451
-0.009,995.677,0.015,1719,1509.053,29.946,1550888699.02902
-0.01,995.676,0.015,1719,1509.057,29.948,1550888699.74285
-0.01,995.682,0.015,1719,1509.012,29.928,1550888700.45716
-0.009,995.676,0.015,1719,1509.061,29.949,1550888701.16726
